method,page_number,y_coordinate,chunk_index,chunk_text,input_line,similarity_score
simple_ratio,3,218,187,do sir i am for you i serve will fight,being moved but without on or quickly moving the strike,39
partial_ratio,2,381,86,angered gregory 117 but thou art not quickly moved to,being moved but without on or quickly moving the strike,63
token_sort_ratio,4,323,248,ho you men you beasts that quench the fire of,being moved but without on or quickly moving the strike,48
token_set_ratio,2,381,85,strike quickly being moved attack angered gregory 117 but thou,being moved but without on or quickly moving the strike,72
partial_token_sort_ratio,4,276,255,the ground hostile and hear the sentence of your movèd,being moved but without on or quickly moving the strike,50
simple_ratio,3,206,188,you i serve will fight you as good a man,quickly move the strike a dog of the house and,42
partial_ratio,2,358,87,art not quickly moved to strike sampson 118 a dog,quickly move the strike a dog of the house and,64
token_sort_ratio,4,276,255,the ground hostile and hear the sentence of your movèd,quickly move the strike a dog of the house and,59
token_set_ratio,2,358,88,strike sampson 118 a dog of the house of montague,quickly move the strike a dog of the house and,75
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,quickly move the strike a dog of the house and,64
simple_ratio,3,206,188,you i serve will fight you as good a man,a dog of the house a lot to give moves,41
partial_ratio,2,300,95,sampson 1112 a dog of that house shall move me,a dog of the house a lot to give moves,76
token_sort_ratio,4,276,255,the ground hostile and hear the sentence of your movèd,a dog of the house a lot to give moves,53
token_set_ratio,2,335,89,of the house of montague moves me gregory 119 to,a dog of the house a lot to give moves,74
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,a dog of the house a lot to give moves,52
simple_ratio,3,218,187,do sir i am for you i serve will fight,moves me to move me is to serve and to,50
partial_ratio,2,288,96,that house shall move me to stand i will take,moves me to move me is to serve and to,58
token_sort_ratio,4,276,255,the ground hostile and hear the sentence of your movèd,moves me to move me is to serve and to,53
token_set_ratio,2,335,90,moves me gregory 119 to move is to stir and,moves me to move me is to serve and to,88
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,moves me to move me is to serve and to,55
simple_ratio,3,218,187,do sir i am for you i serve will fight,with me is to serve and to be valued is,42
partial_ratio,2,288,96,that house shall move me to stand i will take,with me is to serve and to be valued is,51
token_sort_ratio,4,276,254,throw your mistempered weapons to the ground hostile and hear,with me is to serve and to be valued is,46
token_set_ratio,2,335,91,move is to stir and to be valiant is to,with me is to serve and to be valued is,76
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,with me is to serve and to be valued is,53
simple_ratio,3,206,188,you i serve will fight you as good a man,is the stand theyre thought theyre all moved theyre all,42
partial_ratio,2,288,96,that house shall move me to stand i will take,is the stand theyre thought theyre all moved theyre all,53
token_sort_ratio,4,276,255,the ground hostile and hear the sentence of your movèd,is the stand theyre thought theyre all moved theyre all,50
token_set_ratio,2,323,93,stand brave therefore if thou art moved thou runnst away,is the stand theyre thought theyre all moved theyre all,64
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,is the stand theyre thought theyre all moved theyre all,51
simple_ratio,3,206,188,you i serve will fight you as good a man,they thought they were all moved that was run away,47
partial_ratio,2,265,101,that shows thee a weak slave 2 for the weakest,they thought they were all moved that was run away,53
token_sort_ratio,4,276,254,throw your mistempered weapons to the ground hostile and hear,they thought they were all moved that was run away,50
token_set_ratio,2,323,93,stand brave therefore if thou art moved thou runnst away,they thought they were all moved that was run away,58
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,they thought they were all moved that was run away,51
simple_ratio,3,206,188,you i serve will fight you as good a man,thats right away a dog of that house shall move,41
partial_ratio,2,265,101,that shows thee a weak slave 2 for the weakest,thats right away a dog of that house shall move,55
token_sort_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,thats right away a dog of that house shall move,47
token_set_ratio,2,300,95,sampson 1112 a dog of that house shall move me,thats right away a dog of that house shall move,79
partial_token_sort_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,thats right away a dog of that house shall move,49
simple_ratio,3,194,189,you as good a man as you master abram 1157,a dog of that house shall move me to the,39
partial_ratio,2,265,101,that shows thee a weak slave 2 for the weakest,a dog of that house shall move me to the,54
token_sort_ratio,4,241,260,words by thee old capulet and montague have thrice disturbed,a dog of that house shall move me to the,48
token_set_ratio,2,300,95,sampson 1112 a dog of that house shall move me,a dog of that house shall move me to the,90
partial_token_sort_ratio,4,241,260,words by thee old capulet and montague have thrice disturbed,a dog of that house shall move me to the,52
simple_ratio,3,159,190,as you master abram 1157 no better sampson 1158 well,shall move me to the stand i will take the,43
partial_ratio,2,253,102,slave 2 for the weakest weakling 1 coward goes to,shall move me to the stand i will take the,53
token_sort_ratio,4,253,259,word public started by few words by thee old capulet,shall move me to the stand i will take the,47
token_set_ratio,2,288,96,that house shall move me to stand i will take,shall move me to the stand i will take the,94
partial_token_sort_ratio,4,206,265,their gravebeseeming ornaments put aside their dignity 1195 to wield,shall move me to the stand i will take the,56
simple_ratio,3,194,189,you as good a man as you master abram 1157,i will take the wall of any man or paid,37
partial_ratio,2,206,109,therefore i will push montagues always men from the wall,i will take the wall of any man or paid,54
token_sort_ratio,4,253,259,word public started by few words by thee old capulet,i will take the wall of any man or paid,51
token_set_ratio,2,288,97,to stand i will take the wall of any man,i will take the wall of any man or paid,89
partial_token_sort_ratio,4,206,266,their dignity 1195 to wield old partisans in hands as,i will take the wall of any man or paid,56
simple_ratio,3,194,189,you as good a man as you master abram 1157,the walk of any man or paid or want to,45
partial_ratio,2,206,110,always men from the wall and thrust his maids to,the walk of any man or paid or want to,54
token_sort_ratio,4,206,266,their dignity 1195 to wield old partisans in hands as,the walk of any man or paid or want to,51
token_set_ratio,2,288,97,to stand i will take the wall of any man,the walk of any man or paid or want to,72
partial_token_sort_ratio,4,206,266,their dignity 1195 to wield old partisans in hands as,the walk of any man or paid or want to,55
simple_ratio,3,206,188,you i serve will fight you as good a man,or paid or want to use that shows the a,46
partial_ratio,2,159,116,one i will show myself a tyrant when i all,or paid or want to use that shows the a,50
token_sort_ratio,4,171,272,lives shall pay the forfeit of the peace youll be,or paid or want to use that shows the a,48
token_set_ratio,2,265,101,that shows thee a weak slave 2 for the weakest,or paid or want to use that shows the a,71
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,or paid or want to use that shows the a,55
simple_ratio,3,124,194,here comes one of my masters kinsmen relatives sampson 1161,that shows the a weeks life that we kiss goes,40
partial_ratio,2,159,116,one i will show myself a tyrant when i all,that shows the a weeks life that we kiss goes,49
token_sort_ratio,4,171,272,lives shall pay the forfeit of the peace youll be,that shows the a weeks life that we kiss goes,47
token_set_ratio,2,265,101,that shows thee a weak slave 2 for the weakest,that shows the a weeks life that we kiss goes,70
partial_token_sort_ratio,4,159,275,all the rest depart away for now the rest of,that shows the a weeks life that we kiss goes,45
simple_ratio,3,116,195,masters kinsmen relatives sampson 1161 yes better sir 2 not,shows the weeks live for the weakest girls to do,45
partial_ratio,2,148,119,with the men i will be civil with the humane,shows the weeks live for the weakest girls to do,49
token_sort_ratio,4,171,272,lives shall pay the forfeit of the peace youll be,shows the weeks live for the weakest girls to do,47
token_set_ratio,2,265,101,that shows thee a weak slave 2 for the weakest,shows the weeks live for the weakest girls to do,73
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,shows the weeks live for the weakest girls to do,53
simple_ratio,4,720,200,thy washing blow slashing stroke they fight benvolio enters sword,if the weakest goes to the wall it is true,45
partial_ratio,3,743,125,the heads of the maids or their maidenheads virginity take,if the weakest goes to the wall it is true,57
token_sort_ratio,4,124,280,to know our further pleasure in this case my farther,if the weakest goes to the wall it is true,45
token_set_ratio,2,253,102,slave 2 for the weakest weakling 1 coward goes to,if the weakest goes to the wall it is true,67
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,if the weakest goes to the wall it is true,48
simple_ratio,4,720,200,thy washing blow slashing stroke they fight benvolio enters sword,this is true and therefore both of them being the,46
partial_ratio,3,755,124,the maids sampson 1126 ay the heads of the maids,this is true and therefore both of them being the,53
token_sort_ratio,4,124,280,to know our further pleasure in this case my farther,this is true and therefore both of them being the,48
token_set_ratio,2,229,105,the wall sampson 1116 tis true and therefore women being,this is true and therefore both of them being the,73
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,this is true and therefore both of them being the,52
simple_ratio,4,673,206,benvolio 1167 what art thou drawn among these heartless hinds,and therefore both of them being the weaker vessels and,45
partial_ratio,3,743,125,the heads of the maids or their maidenheads virginity take,and therefore both of them being the weaker vessels and,49
token_sort_ratio,5,755,286,depart all exit but lord lady montague and benvolio montague,and therefore both of them being the weaker vessels and,42
token_set_ratio,2,218,106,true and therefore women being the weaker vessels gender are,and therefore both of them being the weaker vessels and,85
partial_token_sort_ratio,4,159,275,all the rest depart away for now the rest of,and therefore both of them being the weaker vessels and,54
simple_ratio,4,662,207,drawn among these heartless hinds deerservants turn thee benvolio look,both in being the weaker vessels and a thruster of,45
partial_ratio,3,720,130,1 sense that feel it feel what i do to,both in being the weaker vessels and a thruster of,47
token_sort_ratio,5,732,291,action again speak nephew were you by when it began,both in being the weaker vessels and a thruster of,48
token_set_ratio,2,218,106,true and therefore women being the weaker vessels gender are,both in being the weaker vessels and a thruster of,72
partial_token_sort_ratio,4,159,275,all the rest depart away for now the rest of,both in being the weaker vessels and a thruster of,52
simple_ratio,4,662,207,drawn among these heartless hinds deerservants turn thee benvolio look,week of assholes and a thruster a fullhour pishman to,42
partial_ratio,3,685,134,am able to stand and tis known i am a,week of assholes and a thruster a fullhour pishman to,46
token_sort_ratio,5,697,294,the servants of your adversary and yours close fighting ere,week of assholes and a thruster a fullhour pishman to,46
token_set_ratio,2,206,110,always men from the wall and thrust his maids to,week of assholes and a thruster a fullhour pishman to,59
partial_token_sort_ratio,4,136,277,you 11100 you capulet shall go along with me and,week of assholes and a thruster a fullhour pishman to,48
simple_ratio,4,603,214,manage it to part these men with me use tybalt,and a thruster therefore our pishman excuse men from the,45
partial_ratio,3,650,139,fish if thou hadst if you were thou hadst been,and a thruster therefore our pishman excuse men from the,48
token_sort_ratio,5,697,294,the servants of your adversary and yours close fighting ere,and a thruster therefore our pishman excuse men from the,50
token_set_ratio,2,183,113,the quarrel is between our masters and us their men,and a thruster therefore our pishman excuse men from the,64
partial_token_sort_ratio,4,148,276,for now the rest of you 11100 you capulet shall,and a thruster therefore our pishman excuse men from the,51
simple_ratio,4,615,213,sword just put away or manage it to part these,rest the wall a fullhour pishman to use men from,45
partial_ratio,3,662,138,tis well thou art not fish if thou hadst if,rest the wall a fullhour pishman to use men from,49
token_sort_ratio,5,673,297,drew to part them in the instant came the fiery,rest the wall a fullhour pishman to use men from,53
token_set_ratio,2,148,118,the same prove have fought with the men i will,rest the wall a fullhour pishman to use men from,56
partial_token_sort_ratio,4,159,275,all the rest depart away for now the rest of,rest the wall a fullhour pishman to use men from,54
simple_ratio,4,603,214,manage it to part these men with me use tybalt,fish wants to use men from the wall and trust,46
partial_ratio,3,650,139,fish if thou hadst if you were thou hadst been,fish wants to use men from the wall and trust,49
token_sort_ratio,5,627,305,in scorn not hurting anyone while we were interchanging thrusts,fish wants to use men from the wall and trust,46
token_set_ratio,2,148,118,the same prove have fought with the men i will,fish wants to use men from the wall and trust,55
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,fish wants to use men from the wall and trust,47
simple_ratio,4,545,220,and thee have at thee coward they fight citizens enter,and trust his mates to walk the quilt is between,57
partial_ratio,3,627,143,draw thy tool here comes two 1 of the house,and trust his mates to walk the quilt is between,52
token_sort_ratio,5,638,304,nothing hurt withal hissed him in scorn not hurting anyone,and trust his mates to walk the quilt is between,47
token_set_ratio,2,139,121,maids and 5 cut off their heads i will 2,and trust his mates to walk the quilt is between,52
partial_token_sort_ratio,4,113,281,in this case my farther 2 fathers 5 decisions to,and trust his mates to walk the quilt is between,47
simple_ratio,4,545,220,and thee have at thee coward they fight citizens enter,meets the wall the quilt is between our masters and,50
partial_ratio,3,603,147,naked weapon is out quarrel i will back thee unsheathed,meets the wall the quilt is between our masters and,46
token_sort_ratio,5,638,303,and cut the winds who nothing hurt withal hissed him,meets the wall the quilt is between our masters and,50
token_set_ratio,2,136,120,be civil with the humane maids and 5 cut off,meets the wall the quilt is between our masters and,53
partial_token_sort_ratio,4,113,282,2 fathers 5 decisions to old freetown our common judgmentplace,meets the wall the quilt is between our masters and,45
simple_ratio,4,545,220,and thee have at thee coward they fight citizens enter,the quilt is between our masters and our mens tears,46
partial_ratio,3,513,155,let us take the law on 1 our side 1,the quilt is between our masters and our mens tears,51
token_sort_ratio,5,638,303,and cut the winds who nothing hurt withal hissed him,the quilt is between our masters and our mens tears,47
token_set_ratio,2,136,120,be civil with the humane maids and 5 cut off,the quilt is between our masters and our mens tears,53
partial_token_sort_ratio,4,113,281,in this case my farther 2 fathers 5 decisions to,the quilt is between our masters and our mens tears,45
simple_ratio,4,545,220,and thee have at thee coward they fight citizens enter,and ill show myself a torrent benefit myself or i,43
partial_ratio,3,486,160,by and let them take it as they list please,and ill show myself a torrent benefit myself or i,47
token_sort_ratio,5,615,307,and blows came more and more and fought on part,and ill show myself a torrent benefit myself or i,50
token_set_ratio,2,136,120,be civil with the humane maids and 5 cut off,and ill show myself a torrent benefit myself or i,49
partial_token_sort_ratio,5,755,286,depart all exit but lord lady montague and benvolio montague,and ill show myself a torrent benefit myself or i,50
simple_ratio,4,568,219,i hate hell all montagues and thee have at thee,ill show myself a torrent then ill put myself on,44
partial_ratio,3,486,159,will frown as i pass by and let them take,ill show myself a torrent then ill put myself on,50
token_sort_ratio,5,615,307,and blows came more and more and fought on part,ill show myself a torrent then ill put myself on,44
token_set_ratio,3,743,125,the heads of the maids or their maidenheads virginity take,ill show myself a torrent then ill put myself on,46
partial_token_sort_ratio,5,697,294,the servants of your adversary and yours close fighting ere,ill show myself a torrent then ill put myself on,45
simple_ratio,4,510,224,weapons down with the capulets down with the montagues lord,benefit myself or i will be civil with the means,49
partial_ratio,3,463,163,dare i will bite my thumb at them give the,benefit myself or i will be civil with the means,57
token_sort_ratio,5,603,310,side till the prince came who parted either part both,benefit myself or i will be civil with the means,48
token_set_ratio,3,720,128,wilt whatever meaning gregory 1128 they must take it in,benefit myself or i will be civil with the means,49
partial_token_sort_ratio,5,662,299,tybalt with his sword prepared fierytempered drawn which as he,benefit myself or i will be civil with the means,49
simple_ratio,4,510,224,weapons down with the capulets down with the montagues lord,myself or i will be civil with the means and,50
partial_ratio,3,463,163,dare i will bite my thumb at them give the,myself or i will be civil with the means and,56
token_sort_ratio,5,603,309,and part people on each side till the prince came,myself or i will be civil with the means and,49
token_set_ratio,3,697,133,they shall feel while i am able to stand and,myself or i will be civil with the means and,52
partial_token_sort_ratio,5,662,299,tybalt with his sword prepared fierytempered drawn which as he,myself or i will be civil with the means and,52
simple_ratio,4,521,223,partisans strike beat them down weapons down with the capulets,and cut off the heads the heads of the maids,47
partial_ratio,3,451,166,to them if they bear it take it without a,and cut off the heads the heads of the maids,51
token_sort_ratio,5,533,317,madam an hour before the worshipped sun peered forth the,and cut off the heads the heads of the maids,48
token_set_ratio,3,662,138,tis well thou art not fish if thou hadst if,and cut off the heads the heads of the maids,49
partial_token_sort_ratio,5,638,302,he swung about his head and cut the winds who,and cut off the heads the heads of the maids,63
simple_ratio,4,510,224,weapons down with the capulets down with the montagues lord,the fact of the maze has the maze where the,45
partial_ratio,3,451,165,finger which is a disgrace to them if they bear,the fact of the maze has the maze where the,52
token_sort_ratio,5,498,324,rooteth from the citys side grows west of the city,the fact of the maze has the maze where the,58
token_set_ratio,3,627,144,two 1 of the house of montagues 2 sword the,the fact of the maze has the maze where the,55
partial_token_sort_ratio,5,638,303,and cut the winds who nothing hurt withal hissed him,the fact of the maze has the maze where the,52
simple_ratio,4,521,223,partisans strike beat them down weapons down with the capulets,are yet the heads of the maze were made and,46
partial_ratio,3,451,165,finger which is a disgrace to them if they bear,are yet the heads of the maze were made and,51
token_sort_ratio,5,463,329,was ware of me walked aware and stole into the,are yet the heads of the maze were made and,61
token_set_ratio,3,627,144,two 1 of the house of montagues 2 sword the,are yet the heads of the maze were made and,56
partial_token_sort_ratio,5,615,307,and blows came more and more and fought on part,are yet the heads of the maze were made and,54
simple_ratio,4,510,225,down with the montagues lord lady capulet and lord lady,heads of the maze were made and heads taken they,49
partial_ratio,3,451,166,to them if they bear it take it without a,heads of the maze were made and heads taken they,49
token_sort_ratio,5,475,328,him i made but he was ware of me walked,heads of the maze were made and heads taken they,55
token_set_ratio,3,627,143,draw thy tool here comes two 1 of the house,heads of the maze were made and heads taken they,52
partial_token_sort_ratio,5,615,307,and blows came more and more and fought on part,heads of the maze were made and heads taken they,53
simple_ratio,4,510,224,weapons down with the capulets down with the montagues lord,else that will they must take it all in since,40
partial_ratio,3,451,166,to them if they bear it take it without a,else that will they must take it all in since,59
token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,else that will they must take it all in since,50
token_set_ratio,3,603,147,naked weapon is out quarrel i will back thee unsheathed,else that will they must take it all in since,50
partial_token_sort_ratio,5,603,309,and part people on each side till the prince came,else that will they must take it all in since,53
